"Sample_id","Contig","reads_number","GD","Diet","Group","num_seqs"
"L1EGH020933","NODE_4532_length_4768_cov_12.671971||full_3",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3970_length_5853_cov_8.879959||full_1",11,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_13_length_68870_cov_27.631926||0_partial_1",12,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_9156_length_3390_cov_8.094753||full_3",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6851_length_3988_cov_57.342232||full_3",13,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_5365_length_2319_cov_2.909894||full_2",39,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_767_length_5374_cov_23.411356||full_8",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_7594_length_3585_cov_3.611331||full_3",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_11996_length_2944_cov_9.746279||full_5",1,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3_length_58204_cov_138.540852||full_32",10,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2403_length_4511_cov_3.512792||full_1",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_4415_length_5554_cov_20.950900||full_3",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_15_length_52192_cov_33.363619||0_partial_1",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_815_length_15944_cov_8.791617||full_1",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6738_length_3110_cov_9.401309||full_2",1,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_609_length_7422_cov_9.402199||full_1",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1059_length_12355_cov_35.971220||full_5",3,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_4415_length_5554_cov_20.950900||full_5",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_8800_length_3719_cov_13.289028||full_1",58,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_540_length_17568_cov_6.802432||full_16",1,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1_length_153765_cov_48.802576||full_32",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_52_length_37714_cov_24.123530||full_1",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_15768_length_2190_cov_3.330211||full_1",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3103_length_2992_cov_5.109976||full_3",14,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2148_length_8604_cov_9.261551||full_6",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2494_length_5443_cov_6.009094||full_3",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_7395_length_3769_cov_8.625202||full_4",31,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_870_length_10178_cov_23.623926||full_3",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1370_length_8656_cov_11.458086||full_3",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6965_length_2750_cov_2.912801||full_3",24,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_4157_length_4537_cov_56.993307||full_2",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_4963_length_2281_cov_4.028751||full_3",222,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2098_length_3854_cov_29.929192||full_5",161,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2388_length_4844_cov_6.532261||full_3",5,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_9706_length_3003_cov_29.248304||full_4",22,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_191_length_27456_cov_36.879201||full_8",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2452_length_5826_cov_5.039508||full_1",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_4841_length_4897_cov_10.490500||full_3",18,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2469_length_5893_cov_39.209661||full_4",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_8412_length_1757_cov_4.492362||full_2",27,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_38_length_18726_cov_9.271223||full_1",9,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_49_length_36748_cov_9.288066||full_40",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_705_length_5592_cov_5.571609||full_3",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_7229_length_1774_cov_3.741710||full_4",10,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2724_length_6440_cov_5.093500||full_2",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_7774_length_2787_cov_6.970351||full_3",9,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_10171_length_2187_cov_4.221857||full_4",3,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1495_length_4371_cov_3.284523||full_1",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_9041_length_1737_cov_6.156361||full_1",9,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_5728_length_3349_cov_8.141469||full_1",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_4635_length_3146_cov_8.403106||full_1",1,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_16338_length_2068_cov_3.323398||full_4",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_134_length_31147_cov_14.408369||full_1",1,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_127_length_20825_cov_17.143669||full_1",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6618_length_2564_cov_4.121164||full_4",15,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6227_length_2908_cov_9.509639||full_4",1,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6791_length_3865_cov_22.765617||full_1",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1118_length_12499_cov_29.773385||full_9",40,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2491_length_5526_cov_11.276366||full_3",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1245_length_8150_cov_6.382582||full_2",14,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_457_length_18769_cov_14.172277||full_1",36,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6921_length_3702_cov_14.447217||full_5",3,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1374_length_9371_cov_8.697295||full_14",130,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_7116_length_1942_cov_10.928988||full_4",1,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1437_length_7532_cov_10.123980||full_8",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2253_length_3532_cov_5.116192||full_1",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1399_length_7006_cov_8.368436||full_8",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1991_length_8748_cov_32.545151||full_3",9,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_251_length_17880_cov_6.506704||full_3",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_9791_length_2960_cov_3.558003||full_5",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1818_length_5349_cov_12.241972||full_1",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_750_length_6922_cov_7.983836||full_9",3,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_674_length_11205_cov_7.272646||full_1",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1388_length_10980_cov_6.144256||full_4",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_4857_length_5651_cov_11.441387||full_2",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1691_length_7125_cov_20.791231||full_1",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_7283_length_3806_cov_3.558518||full_2",32,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6099_length_4171_cov_12.700680||full_2",32,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2414_length_3641_cov_3.665086||full_1",1,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_56_length_38566_cov_158.914518||full_1",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_15014_length_2211_cov_23.458256||full_5",3,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1013_length_9208_cov_14.649295||full_6",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_401_length_20474_cov_52.458495||full_1",32,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6957_length_3794_cov_162.425782||full_2",19,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_4635_length_3146_cov_8.403106||full_3",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_8421_length_2419_cov_6.316413||full_4",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6852_length_3074_cov_17.421000||full_5",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1399_length_7006_cov_8.368436||full_5",8,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1649_length_10423_cov_163.654321||full_1",8,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_617_length_16800_cov_54.887907||full_14",65,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_23618_length_1849_cov_4.521182||full_2",19,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3534_length_3496_cov_5.813426||full_7",24,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6227_length_2908_cov_9.509639||full_3",243,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_7675_length_1669_cov_4.486989||full_4",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_18303_length_1464_cov_6.936125||full_4",3,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1648_length_5020_cov_6.382880||full_3",8,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_299_length_8486_cov_6.980311||full_13",8,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_331_length_22688_cov_20.545531||full_1",1,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6976_length_3791_cov_9.141328||full_1",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_8500_length_3296_cov_24.664301||full_6",26,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6787_length_2992_cov_4.636704||full_4",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_884_length_10073_cov_10.059193||full_8",24,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_4155_length_2716_cov_4.084179||full_1",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_19837_length_2082_cov_3.181056||full_1",1,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_11561_length_1760_cov_15.962463||full_3",33,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1481_length_4851_cov_6.631151||full_8",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_143_length_27449_cov_168.743155||full_4",14,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1447_length_10559_cov_6.440975||full_13",10,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_12270_length_2639_cov_9.631579||full_3",3,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3975_length_5970_cov_5.588504||full_11",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_8778_length_2285_cov_9.812108||full_4",9,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3446_length_5634_cov_12.224771||full_2",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1183_length_7725_cov_7.234159||full_3",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1567_length_6552_cov_5.144374||full_1",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1504_length_6552_cov_6.493612||full_13",1,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_4115_length_6348_cov_5.641348||full_5",5,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_918_length_9260_cov_30.645193||full_7",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3267_length_6661_cov_4.098547||full_2",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_46_length_35963_cov_92.426618||full_1",10,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_4426_length_3890_cov_4.966884||full_5",7,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_47_length_30552_cov_19.545168||full_33",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_12623_length_2839_cov_56.361710||full_2",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_807_length_14340_cov_28.397620||full_10",36,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6285_length_3930_cov_8.022968||full_2",10,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1580_length_4511_cov_5.315305||full_6",10,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2438_length_8267_cov_8.393570||full_1",44,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_7354_length_3630_cov_25.013706||full_3",1,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3144_length_5568_cov_11.931253||full_4",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_4613_length_3771_cov_4.806781||full_2",18,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2555_length_7214_cov_5.619640||full_5",21,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6461_length_2619_cov_14.955538||full_5",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1765_length_9646_cov_117.722657||full_6",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1265_length_5351_cov_17.956760||full_1",185,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_15225_length_1446_cov_2.030194||full_3",12,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_299_length_8486_cov_6.980311||full_10",30,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_770_length_16362_cov_21.993193||full_11",90,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2918_length_2926_cov_4.313480||full_3",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3927_length_2401_cov_3.172208||full_3",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_5071_length_4966_cov_4.165343||full_2",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2409_length_3563_cov_4.937001||full_2",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_9664_length_2363_cov_15.363085||full_2",24,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_443_length_14260_cov_17.280957||full_13",3,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1153_length_8543_cov_6.786287||full_7",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_998_length_7805_cov_7.235097||full_10",334,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1435_length_8446_cov_46.530211||full_2",19,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1004_length_6412_cov_8.266321||full_1",55,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1298_length_10933_cov_53.825336||full_5",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_14834_length_2285_cov_5.808072||full_4",1,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6888_length_4071_cov_5.354831||full_1",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1096_length_5639_cov_5.179083||full_4",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3021_length_4738_cov_3.330130||full_4",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1196_length_13093_cov_13.618193||full_1",28,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_17094_length_2060_cov_35.429426||full_1",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_29719_length_1578_cov_23.302035||full_3",14,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_935_length_10620_cov_8.482726||full_4",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_855_length_6367_cov_9.374049||full_6",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_4296_length_5553_cov_13.109131||full_8",17,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1887_length_8695_cov_7.397454||full_3",7,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1366_length_11704_cov_12.474547||full_1",39,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1304_length_11181_cov_5.884505||full_7",3,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1399_length_7006_cov_8.368436||full_6",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2512_length_5821_cov_4.727194||full_1",44,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_841_length_7766_cov_6.980677||full_1",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1205_length_4983_cov_4.513799||full_4",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3817_length_3835_cov_4.425397||full_2",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_289_length_23697_cov_26.573682||full_25",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_14808_length_2208_cov_2.360892||full_1",22,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_95_length_33523_cov_15.950639||full_33",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_4916_length_5157_cov_10.076049||full_1",1,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1385_length_4755_cov_4.993830||full_5",1,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2296_length_6563_cov_6.354333||full_11",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3174_length_5892_cov_24.272572||full_6",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_22171_length_1663_cov_10.563433||full_2",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1156_length_5340_cov_9.291012||full_3",11,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2302_length_4716_cov_4.715297||full_2",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_5119_length_1798_cov_42.806655||full_1",67,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1293_length_8425_cov_5.280406||full_6",7,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_513_length_12157_cov_8.776979||full_8",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3_length_90335_cov_29.870237||full_1",24,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_11402_length_2270_cov_8.526862||full_3",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_993_length_12283_cov_9.286065||full_20",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1377_length_7708_cov_22.269567||full_14",1,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_293_length_14330_cov_8.380876||full_1",3,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6953_length_3178_cov_6.210695||full_3",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_9124_length_3239_cov_8.665515||full_5",3,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6086_length_3567_cov_5.433941||full_4",3,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2529_length_7262_cov_6.025253||full_15",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_427_length_14126_cov_6.111932||full_4",51,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_4674_length_5293_cov_6.359107||full_2",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1730_length_7021_cov_7.970141||full_5",3,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_5123_length_2971_cov_9.340878||full_2",8,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1414_length_11350_cov_9.522886||full_5",7,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2280_length_7629_cov_6.818722||full_1",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6866_length_3983_cov_10.660132||full_2",37,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2125_length_5473_cov_4.732004||full_4",24,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_12_length_55476_cov_18.809964||full_1",12,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_91_length_12916_cov_9.902651||full_9",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3290_length_5002_cov_9.649485||full_1",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3129_length_4957_cov_4.937169||full_2",14,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_4857_length_5651_cov_11.441387||full_3",5,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_117_length_26954_cov_17.869549||full_22",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3446_length_5634_cov_12.224771||full_3",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_299_length_16881_cov_35.866694||full_4",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2176_length_3971_cov_5.644280||full_1",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2679_length_7540_cov_13.525985||full_2",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3968_length_3309_cov_8.472649||full_4",76,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_321_length_18791_cov_36.813728||full_34",24,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_949_length_11419_cov_7.559926||full_11",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_18508_length_1877_cov_2.551043||full_1",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_110_length_34583_cov_8.912506||full_45",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1917_length_9189_cov_12.191482||full_10",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3947_length_6205_cov_4.141951||full_9",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1913_length_3848_cov_4.272344||full_1",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2087_length_6427_cov_13.544884||full_2",88,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_673_length_11222_cov_78.146145||full_10",5,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_34_length_51894_cov_10.469666||full_1",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_4472_length_3426_cov_10.532186||full_5",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6227_length_2908_cov_9.509639||full_2",88,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3527_length_4809_cov_3.460454||full_6",31,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3820_length_4367_cov_6.160482||full_3",28,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_4763_length_5728_cov_11.086198||full_3",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3365_length_6632_cov_16.762962||full_4",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3933_length_5923_cov_13.113497||full_2",1,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_18_length_44975_cov_10.378985||full_9",14,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_854_length_10604_cov_6.066547||full_6",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_52_length_39597_cov_45.752086||full_1",7,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_7354_length_3630_cov_25.013706||full_1",8,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1758_length_5535_cov_5.031934||full_2",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_12845_length_2549_cov_3.505213||full_3",15,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_8230_length_1867_cov_6.884106||full_3",23,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_487_length_15402_cov_9.652440||full_20",17,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_291_length_23501_cov_27.144545||full_23",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_11112_length_3041_cov_17.263228||full_5",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_143_length_30830_cov_15.632559||full_1",4,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_10997_length_1827_cov_4.137133||full_3",20,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1200_length_5232_cov_4.745606||full_2",1,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_9258_length_3580_cov_5.718014||full_4",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_5526_length_4768_cov_10.474008||full_3",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_772_length_6819_cov_5.849497||full_8",7,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_6549_length_3977_cov_11.524477||full_1",13,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_12951_length_2775_cov_169.954412||full_4",10,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_413_length_20620_cov_36.560856||full_22",54,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_14628_length_2255_cov_9.284091||full_2",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_5080_length_4732_cov_15.352576||full_3",15,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_973_length_9644_cov_27.209511||full_10",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1162_length_7570_cov_4.302329||full_2",3,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_723_length_10476_cov_4.718453||full_1",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_711_length_16177_cov_13.301327||full_16",3,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_3021_length_4738_cov_3.330130||full_2",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_48_length_28908_cov_385.435137||full_34",21,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_2757_length_4862_cov_5.294778||full_2",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_644_length_12754_cov_6.538310||full_2",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_496_length_11006_cov_10.754726||full_17",236,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_7731_length_3453_cov_5.691878||full_3",6,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_780_length_10512_cov_4.819642||full_2",38,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_1534_length_2841_cov_3.823044||full_5",109,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_4171_length_6274_cov_4.045345||full_6",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_9520_length_2235_cov_5.646789||full_4",2,"D0","FUC","FUC_D0",11806630
"L1EGH020933","NODE_494_length_19227_cov_10.320207||full_17",2,"D0","FUC","FUC_D0",11806630
